HourDK;WP Prognosis (MWh);Cons. Prognosis (MWh);WP Penetration (MWh);Day-Ahead price (DKK);;;;;
08-08-18 08.00;626;2.723;0,23;484,86;;;;;
08-08-18 09.00;617;2.729;0,23;484,71;;;;;
08-08-18 10.00;745;2.760;0,27;440,59;;;;;
08-08-18 11.00;948;2.812;0,34;415,77;;;;;
08-08-18 12.00;1.268;2.806;0,45;376,65;;;;;
08-08-18 13.00;1.655;2.850;0,58;389,24;;;;;
08-08-18 14.00;1.975;2.781;0,71;376,80;;;;;
08-08-18 15.00;2.168;2.665;0,81;379,85;;;;;
08-08-18 16.00;2.209;2.666;0,83;406,61;;;;;
08-08-18 17.00;2.039;2.831;0,72;404,89;;;;;
08-08-18 18.00;1.760;2.746;0,64;396,03;;;;;
08-08-18 19.00;1.498;2.645;0,57;393,94;;;;;
08-08-18 20.00;1.223;2.537;0,48;496,86;;;;;
08-08-18 21.00;969;2.393;0,40;506,77;;;;;
08-08-18 22.00;786;2.272;0,35;506,84;;;;;
08-08-18 23.00;737;2.093;0,35;484,19;;;;;
09-08-18 00.00;742;1.895;0,39;376,90;;;;;
09-08-18 01.00;607;1.790;0,34;353,79;;;;;
09-08-18 02.00;511;1.742;0,29;343,88;;;;;
09-08-18 03.00;415;1.752;0,24;335,91;;;;;
09-08-18 04.00;305;1.797;0,17;335,98;;;;;
09-08-18 05.00;204;1.912;0,11;355,96;;;;;
09-08-18 06.00;145;2.102;0,07;413,64;;;;;
09-08-18 07.00;106;2.429;0,04;477,81;;;;;
09-08-18 08.00;81;2.608;0,03;485,04;;;;;
09-08-18 09.00;66;2.657;0,02;483,55;;;;;
09-08-18 10.00;67;2.783;0,02;481,99;;;;;
09-08-18 11.00;82;2.816;0,03;481,39;;;;;
09-08-18 12.00;101;2.787;0,04;467,82;;;;;
09-08-18 13.00;121;2.789;0,04;447,18;;;;;
09-08-18 14.00;136;2.726;0,05;428,99;;;;;
09-08-18 15.00;154;2.620;0,06;417,59;;;;;
09-08-18 16.00;195;2.580;0,08;405,37;;;;;
09-08-18 17.00;216;2.693;0,08;421,39;;;;;
09-08-18 18.00;231;2.596;0,09;437,94;;;;;
09-08-18 19.00;277;2.474;0,11;424,08;;;;;
09-08-18 20.00;361;2.439;0,15;390,24;;;;;
09-08-18 21.00;536;2.403;0,22;382,34;;;;;
09-08-18 22.00;945;2.267;0,42;369,22;;;;;
09-08-18 23.00;1.264;2.035;0,62;352,45;;;;;
10-08-18 00.00;2.340;1.921;1,22;243,66;;;;;
10-08-18 01.00;2.380;1.887;1,26;181,93;;;;;
10-08-18 02.00;2.522;1.901;1,33;139,28;;;;;
10-08-18 03.00;2.750;1.910;1,44;137,41;;;;;
10-08-18 04.00;2.862;1.948;1,47;137,86;;;;;
10-08-18 05.00;2.929;2.046;1,43;219,21;;;;;
10-08-18 06.00;2.957;2.235;1,32;326,65;;;;;
10-08-18 07.00;2.650;2.524;1,05;370,49;;;;;
10-08-18 08.00;2.772;2.639;1,05;383,46;;;;;
10-08-18 09.00;3.158;2.743;1,15;384,58;;;;;
10-08-18 10.00;3.347;2.842;1,18;380,85;;;;;
10-08-18 11.00;3.441;2.802;1,23;377,27;;;;;
10-08-18 12.00;3.504;2.699;1,30;362,81;;;;;
10-08-18 13.00;3.484;2.642;1,32;339,62;;;;;
10-08-18 14.00;3.356;2.501;1,34;328,44;;;;;
10-08-18 15.00;3.308;2.397;1,38;333,28;;;;;
10-08-18 16.00;3.283;2.386;1,38;358,19;;;;;
10-08-18 17.00;3.027;2.459;1,23;385,40;;;;;
10-08-18 18.00;2.624;2.394;1,10;381,75;;;;;
10-08-18 19.00;2.103;2.261;0,93;381,52;;;;;
10-08-18 20.00;1.609;2.046;0,79;375,71;;;;;
10-08-18 21.00;1.221;2.056;0,59;380,93;;;;;
10-08-18 22.00;1.008;2.025;0,50;381,08;;;;;
10-08-18 23.00;970;1.900;0,51;376,68;;;;;
11-08-18 00.00;634;1.652;0,38;368,49;;;;;
11-08-18 01.00;616;1.565;0,39;341,43;;;;;
11-08-18 02.00;683;1.516;0,45;328,16;;;;;
11-08-18 03.00;803;1.474;0,54;308,55;;;;;
11-08-18 04.00;874;1.464;0,60;302,96;;;;;
11-08-18 05.00;812;1.480;0,55;305,72;;;;;
11-08-18 06.00;793;1.539;0,52;309,52;;;;;
11-08-18 07.00;799;1.801;0,44;329,65;;;;;
11-08-18 08.00;856;1.931;0,44;357,60;;;;;
11-08-18 09.00;856;2.023;0,42;361,40;;;;;
11-08-18 10.00;824;2.089;0,39;361,25;;;;;
11-08-18 11.00;777;2.024;0,38;362,00;;;;;
11-08-18 12.00;967;1.991;0,49;363,49;;;;;
11-08-18 13.00;1.262;1.992;0,63;361,03;;;;;
11-08-18 14.00;1.452;2.010;0,72;256,07;;;;;
11-08-18 15.00;1.666;2.175;0,77;210,15;;;;;
11-08-18 16.00;1.883;2.179;0,86;252,64;;;;;
11-08-18 17.00;2.030;2.150;0,94;306,31;;;;;
11-08-18 18.00;2.184;2.188;1,00;369,75;;;;;
11-08-18 19.00;2.205;2.074;1,06;432,22;;;;;
11-08-18 20.00;1.931;1.884;1,02;383,40;;;;;
11-08-18 21.00;1.737;1.835;0,95;381,46;;;;;
11-08-18 22.00;1.631;1.744;0,94;374,23;;;;;
11-08-18 23.00;1.600;1.617;0,99;368,11;;;;;
12-08-18 00.00;1.853;1.508;1,23;350,79;;;;;
12-08-18 01.00;1.708;1.421;1,20;331,71;;;;;
12-08-18 02.00;1.571;1.394;1,13;319,04;;;;;
12-08-18 03.00;1.437;1.377;1,04;313,45;;;;;
12-08-18 04.00;1.334;1.377;0,97;305,55;;;;;
12-08-18 05.00;1.254;1.385;0,91;305,10;;;;;
12-08-18 06.00;1.133;1.420;0,80;309,13;;;;;
12-08-18 07.00;995;1.582;0,63;305,40;;;;;
12-08-18 08.00;931;1.763;0,53;313,90;;;;;
12-08-18 09.00;916;1.864;0,49;327,16;;;;;
12-08-18 10.00;914;1.927;0,47;332,01;;;;;
12-08-18 11.00;824;1.968;0,42;335,59;;;;;
12-08-18 12.00;757;1.926;0,39;335,59;;;;;
12-08-18 13.00;699;1.953;0,36;331,19;;;;;
12-08-18 14.00;674;1.947;0,35;331,04;;;;;
12-08-18 15.00;734;1.980;0,37;336,11;;;;;
12-08-18 16.00;789;2.031;0,39;341,92;;;;;
12-08-18 17.00;751;2.209;0,34;341,70;;;;;
12-08-18 18.00;785;2.253;0,35;381,58;;;;;
12-08-18 19.00;810;2.096;0,39;428,99;;;;;
12-08-18 20.00;784;1.972;0,40;457,32;;;;;
12-08-18 21.00;837;1.974;0,42;469,76;;;;;
12-08-18 22.00;868;1.862;0,47;462,91;;;;;
12-08-18 23.00;954;1.741;0,55;430,33;;;;;
13-08-18 00.00;695;1.659;0,42;377,18;;;;;
13-08-18 01.00;709;1.593;0,45;350,94;;;;;
13-08-18 02.00;764;1.577;0,48;335,22;;;;;
13-08-18 03.00;786;1.624;0,48;329,33;;;;;
13-08-18 04.00;791;1.673;0,47;328,43;;;;;
13-08-18 05.00;776;1.786;0,43;352,29;;;;;
13-08-18 06.00;766;2.086;0,37;400,22;;;;;
13-08-18 07.00;733;2.439;0,30;453,14;;;;;
13-08-18 08.00;655;2.598;0,25;469,91;;;;;
13-08-18 09.00;546;2.642;0,21;475,28;;;;;
13-08-18 10.00;544;2.725;0,20;480,72;;;;;
13-08-18 11.00;588;2.749;0,21;484,00;;;;;
13-08-18 12.00;567;2.698;0,21;472,89;;;;;
13-08-18 13.00;468;2.748;0,17;483,11;;;;;
13-08-18 14.00;364;2.678;0,14;479,45;;;;;
13-08-18 15.00;330;2.561;0,13;453,51;;;;;
13-08-18 16.00;296;2.517;0,12;443,97;;;;;
13-08-18 17.00;264;2.624;0,10;448,30;;;;;
13-08-18 18.00;279;2.547;0,11;446,58;;;;;
13-08-18 19.00;303;2.452;0,12;462,83;;;;;
13-08-18 20.00;288;2.349;0,12;446,51;;;;;
13-08-18 21.00;294;2.256;0,13;447,18;;;;;
13-08-18 22.00;301;2.139;0,14;422,65;;;;;
13-08-18 23.00;314;1.931;0,16;378,90;;;;;
14-08-18 00.00;507;1.792;0,28;368,30;;;;;
14-08-18 01.00;475;1.717;0,28;356,90;;;;;
14-08-18 02.00;438;1.667;0,26;349,44;;;;;
14-08-18 03.00;449;1.682;0,27;340,65;;;;;
14-08-18 04.00;456;1.777;0,26;341,17;;;;;
14-08-18 05.00;484;1.912;0,25;359,43;;;;;
14-08-18 06.00;516;2.215;0,23;398,57;;;;;
14-08-18 07.00;515;2.537;0,20;459,99;;;;;
14-08-18 08.00;522;2.702;0,19;477,58;;;;;
14-08-18 09.00;475;2.725;0,17;479,96;;;;;
14-08-18 10.00;486;2.800;0,17;483,99;;;;;
14-08-18 11.00;609;2.809;0,22;485,18;;;;;
14-08-18 12.00;686;2.749;0,25;489,73;;;;;
14-08-18 13.00;669;2.671;0,25;435,91;;;;;
14-08-18 14.00;670;2.668;0,25;435,54;;;;;
14-08-18 15.00;797;2.566;0,31;373,37;;;;;
14-08-18 16.00;923;2.537;0,36;372,92;;;;;
14-08-18 17.00;1.048;2.672;0,39;379,56;;;;;
14-08-18 18.00;1.082;2.616;0,41;446,42;;;;;
14-08-18 19.00;1.100;2.486;0,44;473,55;;;;;
14-08-18 20.00;1.031;2.332;0,44;472,88;;;;;
14-08-18 21.00;969;2.268;0,43;473,25;;;;;
14-08-18 22.00;906;2.104;0,43;463,27;;;;;
14-08-18 23.00;885;1.921;0,46;385,89;;;;;
15-08-18 00.00;692;1.763;0,39;363,25;;;;;
15-08-18 01.00;631;1.680;0,38;358,18;;;;;
15-08-18 02.00;610;1.646;0,37;356,69;;;;;
15-08-18 03.00;558;1.666;0,33;342,98;;;;;
15-08-18 04.00;560;1.720;0,33;331,42;;;;;
15-08-18 05.00;568;1.837;0,31;351,77;;;;;
15-08-18 06.00;504;2.155;0,23;380,70;;;;;
15-08-18 07.00;451;2.499;0,18;411,86;;;;;
15-08-18 08.00;451;2.630;0,17;444,88;;;;;
15-08-18 09.00;451;2.678;0,17;441,82;;;;;
15-08-18 10.00;451;2.746;0,16;444,43;;;;;
15-08-18 11.00;491;2.754;0,18;456,95;;;;;
15-08-18 12.00;553;2.707;0,20;451,89;;;;;
15-08-18 13.00;618;2.762;0,22;435,56;;;;;
15-08-18 14.00;646;2.706;0,24;373,02;;;;;
15-08-18 15.00;683;2.575;0,27;373,39;;;;;
15-08-18 16.00;693;2.519;0,28;362,73;;;;;
15-08-18 17.00;647;2.610;0,25;395,08;;;;;
15-08-18 18.00;547;2.522;0,22;463,74;;;;;
15-08-18 19.00;500;2.402;0,21;479,17;;;;;
15-08-18 20.00;455;2.282;0,20;484,54;;;;;
15-08-18 21.00;440;2.254;0,20;483,27;;;;;
15-08-18 22.00;517;2.102;0,25;475,81;;;;;
15-08-18 23.00;636;1.924;0,33;415,58;;;;;
16-08-18 00.00;873;1.801;0,48;371,99;;;;;
16-08-18 01.00;914;1.726;0,53;357,74;;;;;
16-08-18 02.00;951;1.714;0,55;353,42;;;;;
16-08-18 03.00;984;1.712;0,57;349,16;;;;;
16-08-18 04.00;1.054;1.764;0,60;346,85;;;;;
16-08-18 05.00;1.152;1.894;0,61;361,69;;;;;
16-08-18 06.00;1.234;2.226;0,55;395,77;;;;;
16-08-18 07.00;1.375;2.559;0,54;463,19;;;;;
16-08-18 08.00;1.616;2.716;0,59;474,53;;;;;
16-08-18 09.00;1.931;2.767;0,70;432,47;;;;;
16-08-18 10.00;2.132;2.857;0,75;410,24;;;;;
16-08-18 11.00;2.237;2.820;0,79;395,48;;;;;
16-08-18 12.00;2.354;2.787;0,84;380,49;;;;;
16-08-18 13.00;2.393;2.827;0,85;378,25;;;;;
16-08-18 14.00;2.402;2.771;0,87;376,31;;;;;
16-08-18 15.00;2.410;2.644;0,91;378,85;;;;;
16-08-18 16.00;2.367;2.575;0,92;386,90;;;;;
16-08-18 17.00;2.297;2.695;0,85;395,48;;;;;
16-08-18 18.00;2.081;2.588;0,80;395,25;;;;;
16-08-18 19.00;1.629;2.462;0,66;497,50;;;;;
16-08-18 20.00;1.127;2.344;0,48;500,11;;;;;
16-08-18 21.00;775;2.293;0,34;493,69;;;;;
16-08-18 22.00;627;2.108;0,30;480,19;;;;;
16-08-18 23.00;595;1.941;0,31;447,68;;;;;
17-08-18 00.00;655;1.802;0,36;377,79;;;;;
17-08-18 01.00;576;1.734;0,33;368,32;;;;;
17-08-18 02.00;534;1.718;0,31;353,77;;;;;
17-08-18 03.00;595;1.719;0,35;346,76;;;;;
17-08-18 04.00;616;1.770;0,35;350,64;;;;;
17-08-18 05.00;524;1.879;0,28;358,55;;;;;
17-08-18 06.00;418;2.111;0,20;422,38;;;;;
17-08-18 07.00;310;2.469;0,13;468,92;;;;;
17-08-18 08.00;305;2.639;0,12;480,55;;;;;
17-08-18 09.00;338;2.662;0,13;480,18;;;;;
17-08-18 10.00;383;2.681;0,14;470,18;;;;;
17-08-18 11.00;418;2.675;0,16;468,47;;;;;
17-08-18 12.00;492;2.588;0,19;462,05;;;;;
17-08-18 13.00;567;2.524;0,22;441,99;;;;;
17-08-18 14.00;625;2.406;0,26;411,94;;;;;
17-08-18 15.00;681;2.324;0,29;405,08;;;;;
17-08-18 16.00;738;2.302;0,32;426,63;;;;;
17-08-18 17.00;735;2.375;0,31;469,81;;;;;
17-08-18 18.00;685;2.356;0,29;480,70;;;;;
17-08-18 19.00;560;2.190;0,26;481,74;;;;;
17-08-18 20.00;475;2.048;0,23;481,52;;;;;
17-08-18 21.00;456;2.004;0,23;480,85;;;;;
17-08-18 22.00;450;1.891;0,24;476,52;;;;;
17-08-18 23.00;464;1.758;0,26;407,02;;;;;
18-08-18 00.00;688;1.631;0,42;396,78;;;;;
18-08-18 01.00;772;1.544;0,50;381,11;;;;;
18-08-18 02.00;860;1.512;0,57;355,98;;;;;
18-08-18 03.00;932;1.527;0,61;346,14;;;;;
18-08-18 04.00;988;1.533;0,64;344,27;;;;;
18-08-18 05.00;1.060;1.558;0,68;342,48;;;;;
18-08-18 06.00;1.147;1.619;0,71;355,31;;;;;
18-08-18 07.00;1.244;1.811;0,69;362,92;;;;;
18-08-18 08.00;1.473;2.001;0,74;372,84;;;;;
18-08-18 09.00;1.810;2.102;0,86;375,59;;;;;
18-08-18 10.00;2.173;2.135;1,02;374,03;;;;;
18-08-18 11.00;2.452;2.127;1,15;369,03;;;;;
18-08-18 12.00;2.733;2.157;1,27;353,67;;;;;
18-08-18 13.00;2.870;2.165;1,33;343,52;;;;;
18-08-18 14.00;2.846;2.132;1,33;339,87;;;;;
18-08-18 15.00;2.852;2.140;1,33;343,30;;;;;
18-08-18 16.00;2.817;2.139;1,32;349,42;;;;;
18-08-18 17.00;2.730;2.218;1,23;357,99;;;;;
18-08-18 18.00;2.569;2.207;1,16;359,19;;;;;
18-08-18 19.00;2.321;2.062;1,13;358,81;;;;;
18-08-18 20.00;2.026;1.949;1,04;355,53;;;;;
18-08-18 21.00;1.740;1.894;0,92;358,29;;;;;
18-08-18 22.00;1.622;1.816;0,89;346,14;;;;;
18-08-18 23.00;1.530;1.699;0,90;325,48;;;;;
19-08-18 00.00;1.611;1.574;1,02;329,52;;;;;
19-08-18 01.00;1.471;1.502;0,98;319,90;;;;;
19-08-18 02.00;1.326;1.456;0,91;318,18;;;;;
19-08-18 03.00;1.123;1.446;0,78;326,38;;;;;
19-08-18 04.00;971;1.453;0,67;332,43;;;;;
19-08-18 05.00;847;1.477;0,57;332,80;;;;;
19-08-18 06.00;684;1.534;0,45;329,74;;;;;
19-08-18 07.00;561;1.661;0,34;335,63;;;;;
19-08-18 08.00;517;1.812;0,29;343,54;;;;;
19-08-18 09.00;499;1.938;0,26;350,70;;;;;
19-08-18 10.00;460;2.019;0,23;343,24;;;;;
19-08-18 11.00;441;2.035;0,22;342,27;;;;;
19-08-18 12.00;453;2.026;0,22;333,39;;;;;
19-08-18 13.00;436;2.053;0,21;329,96;;;;;
19-08-18 14.00;435;2.029;0,21;318,11;;;;;
19-08-18 15.00;457;2.013;0,23;309,90;;;;;
19-08-18 16.00;462;2.125;0,22;328,32;;;;;
19-08-18 17.00;419;2.326;0,18;351,22;;;;;
19-08-18 18.00;396;2.336;0,17;419,99;;;;;
19-08-18 19.00;374;2.221;0,17;464,37;;;;;
19-08-18 20.00;364;2.103;0,17;472,94;;;;;
19-08-18 21.00;360;2.102;0,17;479,06;;;;;
19-08-18 22.00;409;1.965;0,21;474,58;;;;;
19-08-18 23.00;451;1.799;0,25;464,37;;;;;
20-08-18 00.00;1.235;1.696;0,73;343,84;;;;;
20-08-18 01.00;1.106;1.644;0,67;343,54;;;;;
20-08-18 02.00;1.007;1.666;0,60;329,29;;;;;
20-08-18 03.00;985;1.649;0,60;326,68;;;;;
20-08-18 04.00;1.053;1.658;0,64;325,19;;;;;
20-08-18 05.00;1.135;1.773;0,64;348,76;;;;;
20-08-18 06.00;1.182;2.135;0,55;378,59;;;;;
20-08-18 07.00;1.254;2.530;0,50;404,62;;;;;
20-08-18 08.00;1.406;2.622;0,54;447,14;;;;;
20-08-18 09.00;1.565;2.667;0,59;447,21;;;;;
20-08-18 10.00;1.703;2.745;0,62;447,06;;;;;
20-08-18 11.00;1.786;2.740;0,65;439,08;;;;;
20-08-18 12.00;1.845;2.666;0,69;425,81;;;;;
20-08-18 13.00;1.863;2.699;0,69;410,14;;;;;
20-08-18 14.00;2.013;2.643;0,76;394,26;;;;;
20-08-18 15.00;2.164;2.530;0,86;393,73;;;;;
20-08-18 16.00;2.217;2.510;0,88;393,51;;;;;
20-08-18 17.00;2.197;2.631;0,84;401,49;;;;;
20-08-18 18.00;2.077;2.551;0,81;407,61;;;;;
20-08-18 19.00;1.791;2.408;0,74;406,94;;;;;
20-08-18 20.00;1.502;2.272;0,66;403,13;;;;;
20-08-18 21.00;1.325;2.215;0,60;395,45;;;;;
20-08-18 22.00;1.232;2.089;0,59;377,25;;;;;
20-08-18 23.00;1.120;1.893;0,59;359,43;;;;;
21-08-18 00.00;1.145;1.743;0,66;364,89;;;;;
21-08-18 01.00;1.040;1.676;0,62;359,82;;;;;
21-08-18 02.00;940;1.668;0,56;358,63;;;;;
21-08-18 03.00;848;1.672;0,51;358,26;;;;;
21-08-18 04.00;775;1.715;0,45;357,66;;;;;
21-08-18 05.00;696;1.868;0,37;364,82;;;;;
21-08-18 06.00;576;2.172;0,27;484,84;;;;;
21-08-18 07.00;486;2.518;0,19;541,60;;;;;
21-08-18 08.00;429;2.607;0,16;560,17;;;;;
21-08-18 09.00;392;2.638;0,15;560,17;;;;;
21-08-18 10.00;357;2.700;0,13;536,75;;;;;
21-08-18 11.00;318;2.719;0,12;529,66;;;;;
21-08-18 12.00;292;2.677;0,11;514,00;;;;;
21-08-18 13.00;237;2.684;0,09;504,97;;;;;
21-08-18 14.00;210;2.603;0,08;506,62;;;;;
21-08-18 15.00;198;2.501;0,08;504,60;;;;;
21-08-18 16.00;191;2.489;0,08;514,67;;;;;
21-08-18 17.00;170;2.574;0,07;548,46;;;;;
21-08-18 18.00;129;2.496;0,05;558,68;;;;;
21-08-18 19.00;86;2.345;0,04;570,76;;;;;
21-08-18 20.00;65;2.265;0,03;563,45;;;;;
21-08-18 21.00;72;2.246;0,03;545,03;;;;;
21-08-18 22.00;95;2.093;0,05;514,15;;;;;
21-08-18 23.00;143;1.923;0,07;461,34;;;;;
22-08-18 00.00;298;1.758;0,17;390,98;;;;;
22-08-18 01.00;488;1.713;0,28;369,95;;;;;
22-08-18 02.00;725;1.696;0,43;367,49;;;;;
22-08-18 03.00;934;1.704;0,55;361,52;;;;;
22-08-18 04.00;1.107;1.756;0,63;363,01;;;;;
22-08-18 05.00;1.249;1.903;0,66;366,22;;;;;
22-08-18 06.00;1.295;2.213;0,59;436,25;;;;;
22-08-18 07.00;1.384;2.553;0,54;522,10;;;;;
22-08-18 08.00;1.452;2.691;0,54;538,51;;;;;
22-08-18 09.00;1.436;2.696;0,53;538,06;;;;;
22-08-18 10.00;1.410;2.745;0,51;514,57;;;;;
22-08-18 11.00;1.464;2.753;0,53;506,36;;;;;
22-08-18 12.00;1.620;2.688;0,60;454,45;;;;;
22-08-18 13.00;1.735;2.742;0,63;428,05;;;;;
22-08-18 14.00;1.782;2.729;0,65;425,89;;;;;
22-08-18 15.00;1.830;2.631;0,70;446,70;;;;;
22-08-18 16.00;1.804;2.626;0,69;424,25;;;;;
22-08-18 17.00;1.765;2.758;0,64;478,39;;;;;
22-08-18 18.00;1.665;2.629;0,63;520,46;;;;;
22-08-18 19.00;1.450;2.431;0,60;522,92;;;;;
22-08-18 20.00;1.288;2.308;0,56;473,99;;;;;
22-08-18 21.00;1.135;2.312;0,49;512,41;;;;;
22-08-18 22.00;983;2.136;0,46;480,63;;;;;
22-08-18 23.00;909;1.953;0,47;419,99;;;;;
23-08-18 00.00;892;1.797;0,50;360,88;;;;;
23-08-18 01.00;758;1.719;0,44;363,41;;;;;
23-08-18 02.00;669;1.711;0,39;361,03;;;;;
23-08-18 03.00;547;1.732;0,32;362,74;;;;;
23-08-18 04.00;432;1.780;0,24;363,93;;;;;
23-08-18 05.00;356;1.931;0,18;407,65;;;;;
23-08-18 06.00;307;2.230;0,14;497,30;;;;;
23-08-18 07.00;288;2.552;0,11;521,47;;;;;
23-08-18 08.00;329;2.670;0,12;550,27;;;;;
23-08-18 09.00;428;2.722;0,16;536,47;;;;;
23-08-18 10.00;553;2.810;0,20;521,55;;;;;
23-08-18 11.00;654;2.794;0,23;484,70;;;;;
23-08-18 12.00;769;2.749;0,28;437,18;;;;;
23-08-18 13.00;831;2.823;0,29;398,32;;;;;
23-08-18 14.00;826;2.772;0,30;402,87;;;;;
23-08-18 15.00;774;2.621;0,30;454,49;;;;;
23-08-18 16.00;678;2.576;0,26;497,38;;;;;
23-08-18 17.00;648;2.682;0,24;521,47;;;;;
23-08-18 18.00;626;2.607;0,24;543,48;;;;;
23-08-18 19.00;596;2.498;0,24;551,76;;;;;
23-08-18 20.00;588;2.425;0,24;553,40;;;;;
23-08-18 21.00;575;2.311;0,25;543,18;;;;;
23-08-18 22.00;508;2.100;0,24;520,13;;;;;
23-08-18 23.00;481;1.947;0,25;444,79;;;;;
24-08-18 00.00;874;1.812;0,48;376,06;;;;;
24-08-18 01.00;866;1.709;0,51;374,49;;;;;
24-08-18 02.00;887;1.708;0,52;370,91;;;;;
24-08-18 03.00;931;1.708;0,55;365,91;;;;;
24-08-18 04.00;934;1.751;0,53;365,24;;;;;
24-08-18 05.00;928;1.894;0,49;370,09;;;;;
24-08-18 06.00;975;2.219;0,44;396,64;;;;;
24-08-18 07.00;1.072;2.543;0,42;449,97;;;;;
24-08-18 08.00;1.234;2.671;0,46;484,65;;;;;
24-08-18 09.00;1.465;2.669;0,55;469,59;;;;;
24-08-18 10.00;1.692;2.734;0,62;431,77;;;;;
24-08-18 11.00;1.862;2.652;0,70;409,25;;;;;
24-08-18 12.00;2.045;2.557;0,80;383,59;;;;;
24-08-18 13.00;2.105;2.620;0,80;367,63;;;;;
24-08-18 14.00;2.198;2.509;0,88;364,27;;;;;
24-08-18 15.00;2.219;2.365;0,94;358,53;;;;;
24-08-18 16.00;2.110;2.336;0,90;358,38;;;;;
24-08-18 17.00;1.906;2.485;0,77;380,23;;;;;
24-08-18 18.00;1.705;2.444;0,70;399,25;;;;;
24-08-18 19.00;1.416;2.268;0,62;399,25;;;;;
24-08-18 20.00;1.236;2.090;0,59;394,18;;;;;
24-08-18 21.00;1.138;2.034;0,56;394,33;;;;;
24-08-18 22.00;1.068;1.898;0,56;374,94;;;;;
24-08-18 23.00;1.010;1.760;0,57;369,20;;;;;
25-08-18 00.00;877;1.646;0,53;374,52;;;;;
25-08-18 01.00;766;1.560;0,49;369,59;;;;;
25-08-18 02.00;727;1.535;0,47;366,24;;;;;
25-08-18 03.00;678;1.556;0,44;367,58;;;;;
25-08-18 04.00;591;1.555;0,38;367,21;;;;;
25-08-18 05.00;528;1.602;0,33;368,33;;;;;
25-08-18 06.00;472;1.685;0,28;370,26;;;;;
25-08-18 07.00;427;1.838;0,23;381,08;;;;;
25-08-18 08.00;414;2.035;0,20;407,41;;;;;
25-08-18 09.00;409;2.093;0,20;423,07;;;;;
25-08-18 10.00;391;2.129;0,18;413,90;;;;;
25-08-18 11.00;380;2.106;0,18;376,83;;;;;
25-08-18 12.00;339;2.064;0,16;363,40;;;;;
25-08-18 13.00;328;1.993;0,16;371,38;;;;;
25-08-18 14.00;370;1.939;0,19;370,04;;;;;
25-08-18 15.00;501;1.935;0,26;370,12;;;;;
25-08-18 16.00;601;1.964;0,31;345,13;;;;;
25-08-18 17.00;604;2.074;0,29;373,25;;;;;
25-08-18 18.00;628;2.080;0,30;452,16;;;;;
25-08-18 19.00;620;1.950;0,32;447,47;;;;;
25-08-18 20.00;609;1.904;0,32;428,52;;;;;
25-08-18 21.00;671;1.880;0,36;434,26;;;;;
25-08-18 22.00;717;1.747;0,41;396,22;;;;;
25-08-18 23.00;761;1.624;0,47;372,05;;;;;
26-08-18 00.00;783;1.525;0,51;361,69;;;;;
26-08-18 01.00;883;1.457;0,61;343,11;;;;;
26-08-18 02.00;924;1.435;0,64;313,95;;;;;
26-08-18 03.00;993;1.451;0,68;362,21;;;;;
26-08-18 04.00;1.046;1.485;0,70;361,39;;;;;
26-08-18 05.00;1.129;1.499;0,75;359,82;;;;;
26-08-18 06.00;1.113;1.515;0,73;360,94;;;;;
26-08-18 07.00;1.126;1.628;0,69;367,36;;;;;
26-08-18 08.00;1.154;1.823;0,63;374,89;;;;;
26-08-18 09.00;1.308;1.931;0,68;374,37;;;;;
26-08-18 10.00;1.491;1.981;0,75;375,04;;;;;
26-08-18 11.00;1.580;1.971;0,80;378,32;;;;;
26-08-18 12.00;1.583;1.982;0,80;377,05;;;;;
26-08-18 13.00;1.527;1.980;0,77;365,79;;;;;
26-08-18 14.00;1.551;1.903;0,82;359,15;;;;;
26-08-18 15.00;1.515;1.934;0,78;320,81;;;;;
26-08-18 16.00;1.350;1.994;0,68;343,11;;;;;
26-08-18 17.00;1.127;2.178;0,52;366,01;;;;;
26-08-18 18.00;915;2.141;0,43;447,32;;;;;
26-08-18 19.00;715;2.048;0,35;507,96;;;;;
26-08-18 20.00;600;1.985;0,30;522,13;;;;;
26-08-18 21.00;618;1.973;0,31;476,93;;;;;
26-08-18 22.00;755;1.835;0,41;399,88;;;;;
26-08-18 23.00;964;1.709;0,56;374,07;;;;;
27-08-18 00.00;1.229;1.630;0,75;216,91;;;;;
27-08-18 01.00;1.539;1.614;0,95;202,29;;;;;
27-08-18 02.00;1.846;1.625;1,14;205,79;;;;;
27-08-18 03.00;2.226;1.641;1,36;159,77;;;;;
27-08-18 04.00;2.535;1.689;1,50;149,03;;;;;
27-08-18 05.00;2.729;1.837;1,49;182,97;;;;;
27-08-18 06.00;2.891;2.132;1,36;322,45;;;;;
27-08-18 07.00;2.934;2.502;1,17;386,53;;;;;
27-08-18 08.00;3.029;2.691;1,13;394,06;;;;;
27-08-18 09.00;2.998;2.790;1,07;381,08;;;;;
27-08-18 10.00;2.909;2.857;1,02;376,83;;;;;
27-08-18 11.00;2.796;2.861;0,98;373,62;;;;;
27-08-18 12.00;2.554;2.794;0,91;373,25;;;;;
27-08-18 13.00;2.310;2.800;0,83;373,62;;;;;
27-08-18 14.00;2.244;2.809;0,80;375,93;;;;;
27-08-18 15.00;2.285;2.660;0,86;374,52;;;;;
27-08-18 16.00;2.318;2.590;0,89;365,86;;;;;
27-08-18 17.00;2.330;2.655;0,88;398,76;;;;;
27-08-18 18.00;2.317;2.558;0,91;429,49;;;;;
